xD,zD
0.0,0.0
0.2996466666666667,1.7369644444444443
0.5955808888888889,2.972688888888889
0.9062,4.4576
1.16866,5.396755555555555
1.513228888888889,6.0025555555555545
1.6982266666666666,6.0835333333333335
2.0503755555555556,6.466266666666666
2.3197644444444445,6.714066666666666
2.6823866666666665,6.944311111111111
2.9797822222222226,7.058333333333334
3.3300044444444445,7.444333333333333
3.532782222222222,7.410355555555555
3.9142266666666665,7.665177777777778
4.26736,7.809155555555556
4.404271111111111,7.838266666666667
4.807693333333333,7.947288888888888
5.177826666666665,8.090066666666667
5.421737777777778,8.183155555555555
5.738160000000001,8.1934
5.835559999999999,8.293800000000001
6.332315555555555,8.3832
6.622248888888889,8.513244444444444
6.997715555555555,8.667866666666667
7.310271111111112,8.795488888888888
7.572782222222221,8.929733333333335
7.928604444444446,9.047777777777778
8.154915555555556,9.122688888888888
8.516626666666665,8.585555555555555
8.644182222222222,8.632022222222222
9.120182222222223,8.633377777777778
9.40196,8.663177777777777
9.721426666666666,8.709577777777778
10.047537777777777,8.761133333333333
10.362671111111112,8.80562222222222
10.447337777777777,8.815577777777778
10.734471111111112,8.85171111111111
11.18316,8.845844444444444
11.575937777777778,8.917755555555557
11.837715555555556,8.958666666666666
11.93587111111111,8.968577777777776
12.403115555555555,8.11651111111111
12.787315555555557,8.171199999999999
13.10196,8.216155555555556
13.39456,8.299844444444444
13.697737777777776,8.361422222222222
14.031071111111112,8.403933333333333
14.328537777777779,8.446666666666665
14.564693333333333,8.476733333333334
14.933893333333334,7.830622222222222
15.19787111111111,7.88691111111111
15.481404444444445,7.9390222222222215
15.863737777777779,7.998377777777777
16.12736,8.025799999999998
16.469515555555553,8.094355555555556
16.755537777777775,8.146622222222222
17.049826666666664,8.193777777777777
17.36856,9.001444444444445
17.67627111111111,9.057177777777778
17.939737777777776,9.158333333333333
18.269804444444443,9.222822222222222
18.56447111111111,9.286266666666666
18.878271111111115,9.342600000000001
19.200115555555552,9.401844444444444
19.487471111111113,9.485622222222222
19.80420444444444,9.5582
20.12627111111111,9.672444444444446
20.41656,9.813555555555556
20.733204444444443,9.883022222222221
20.981871111111108,9.927933333333332
21.350671111111108,9.972399999999999
21.651359999999997,10.014533333333334
21.96136,10.059644444444444
22.06089333333333,10.056666666666667
22.570937777777775,9.87951111111111
22.862759999999998,9.946533333333335
23.181159999999995,10.001622222222222
23.416271111111108,10.044466666666667
23.78182666666666,10.10711111111111
24.096048888888888,10.18533333333333
24.298271111111113,10.214199999999998
24.628048888888888,10.245333333333331
25.01516,10.270244444444444
25.28004888888889,10.296822222222222
25.47760444444444,10.349333333333332
25.904271111111107,10.40651111111111
26.23382666666667,10.477066666666666
26.497159999999997,10.530044444444444
26.75093777777777,10.564244444444444
27.09071555555555,10.584888888888887
27.166937777777775,10.600066666666665
27.75338222222222,10.437444444444443
27.98093777777778,10.475133333333332
28.364048888888885,10.545044444444445
28.60493777777778,10.583555555555558
28.84338222222222,10.607933333333333
29.035826666666665,10.638399999999999
30.201159999999998,9.577444444444444
30.507826666666663,10.824688888888888
